Route,Year,Aou,SpeciesTotal
4,1999,4560,9
4,1999,4610,7
4,1999,4650,6
4,1999,4770,25
4,1999,4880,35
4,1999,4900,3
4,1999,4930,10
4,1999,4950,14
4,1999,4980,17
4,1999,5010,3
4,1999,5060,8
4,1999,5070,2
4,1999,5110,9
4,1999,5600,4
4,1999,5630,1
4,1999,5870,9
4,1999,5930,40
4,1999,5970,1
4,1999,5980,27
4,1999,6040,7
4,1999,6080,2
4,1999,6100,6
4,1999,6110,9
4,1999,6130,40
4,1999,6240,8
4,1999,6280,12
4,1999,6310,19
4,1999,6360,4
4,1999,6480,1
4,1999,6630,2
4,1999,6710,23
4,1999,6730,5
4,1999,6760,2
4,1999,6770,5
4,1999,6810,31
4,1999,6830,48
4,1999,6840,5
4,1999,6882,15
4,1999,7030,24
4,1999,7040,1
4,1999,7050,2
4,1999,7180,15
4,1999,7290,4
4,1999,7310,20
4,1999,7360,11
4,1999,7510,23
4,1999,7550,1
4,1999,7610,3
4,1999,7660,12
4,2000,1960,1
4,2000,2000,5
4,2000,2001,3
4,2000,2010,4
4,2000,2730,1
4,2000,2890,12
4,2000,3100,5
4,2000,3160,16
4,2000,3250,26
4,2000,3260,3
4,2000,3370,2
4,2000,3390,1
4,2000,3870,6
4,2000,3900,2
4,2000,3940,3
4,2000,4050,3
4,2000,4060,2
4,2000,4090,5
4,2000,4120,4
4,2000,4160,4
4,2000,4230,4
4,2000,4280,1
4,2000,4440,8
4,2000,4520,6
4,2000,4560,8
4,2000,4610,4
4,2000,4650,6
4,2000,4770,11
4,2000,4880,37
4,2000,4900,1
4,2000,4930,7
4,2000,4950,14
4,2000,4980,16
4,2000,5010,6
4,2000,5060,5
4,2000,5070,1
4,2000,5110,5
4,2000,5600,8
4,2000,5630,1
4,2000,5870,15
4,2000,5930,52
4,2000,5980,25
4,2000,6040,7
4,2000,6080,1
4,2000,6100,13
4,2000,6110,4
4,2000,6130,22
4,2000,6240,7
4,2000,6280,7
4,2000,6310,22
4,2000,6630,1
4,2000,6710,39
4,2000,6730,1
4,2000,6770,14
4,2000,6810,33
4,2000,6830,54
4,2000,6840,7
4,2000,6882,18
4,2000,7030,24
4,2000,7050,4
4,2000,7180,18
4,2000,7270,1
4,2000,7310,14
4,2000,7360,10
4,2000,7510,19
4,2000,7550,5
4,2000,7610,5
4,2000,7660,7
4,2001,1940,2
4,2001,1960,2
4,2001,2001,4
4,2001,2730,1
4,2001,2890,6
4,2001,3131,2
4,2001,3160,16
4,2001,3250,9
4,2001,3370,2
4,2001,3430,1
4,2001,3870,13
4,2001,3900,1
4,2001,3940,14
4,2001,4050,2
4,2001,4060,1
4,2001,4090,9
4,2001,4120,7
4,2001,4160,3
4,2001,4230,8
4,2001,4280,1
4,2001,4430,1
4,2001,4440,3
4,2001,4520,6
4,2001,4560,7
4,2001,4650,3
4,2001,4770,9
4,2001,4880,28
4,2001,4900,1
4,2001,4930,5
4,2001,4950,10
4,2001,4980,13
4,2001,5010,6
4,2001,5060,11
4,2001,5070,1
4,2001,5110,4
4,2001,5750,2
4,2001,5870,4
4,2001,5930,47
4,2001,5970,1
4,2001,5980,26
4,2001,6040,5
4,2001,6100,5
4,2001,6110,9
4,2001,6130,20
4,2001,6220,2
4,2001,6240,11
4,2001,6280,4
4,2001,6310,29
4,2001,6360,6
4,2001,6630,2
4,2001,6710,28
4,2001,6730,2
4,2001,6770,6
4,2001,6810,17
4,2001,6830,36
4,2001,6840,9
4,2001,6882,18
4,2001,7030,14
4,2001,7040,1
4,2001,7050,7
4,2001,7180,16
4,2001,7270,1
4,2001,7290,1
4,2001,7310,23
4,2001,7360,18
4,2001,7510,32
4,2001,7550,11
4,2001,7610,7
4,2001,7660,12
4,2002,1720,2
4,2002,1940,2
4,2002,1960,3
4,2002,1970,3
4,2002,2000,4
4,2002,2010,2
4,2002,2730,2
4,2002,2890,7
4,2002,3160,11
4,2002,3250,2
4,2002,3260,1
4,2002,3370,1
4,2002,3390,3
4,2002,3730,1
4,2002,3750,1
4,2002,3870,5
4,2002,3940,11
4,2002,4050,3
4,2002,4060,1
4,2002,4090,10
4,2002,4120,4
4,2002,4160,6
4,2002,4230,8
4,2002,4280,2
4,2002,4440,4
4,2002,4520,4
4,2002,4560,8
4,2002,4610,4
4,2002,4650,8
4,2002,4770,11
4,2002,4880,30
4,2002,4900,1
4,2002,4930,3
4,2002,4950,10
4,2002,4980,15
4,2002,5010,5
4,2002,5060,6
4,2002,5110,5
4,2002,5190,1
4,2002,5460,1
4,2002,5600,3
4,2002,5870,6
4,2002,5930,50
4,2002,5980,21
4,2002,6040,5
4,2002,6100,1
4,2002,6110,2
4,2002,6130,8
4,2002,6240,16
4,2002,6280,8
4,2002,6310,17
4,2002,6360,5
4,2002,6480,1
4,2002,6710,27
4,2002,6730,4
4,2002,6770,9
4,2002,6810,21
4,2002,6830,46
4,2002,6840,8
4,2002,6882,16
4,2002,7030,15
4,2002,7050,8
4,2002,7180,21
4,2002,7310,27
4,2002,7360,17
4,2002,7510,37
4,2002,7550,4
4,2002,7610,6
4,2002,7660,7
4,2003,2000,1
4,2003,2001,5
4,2003,2010,1
4,2003,2730,3
4,2003,2890,6
4,2003,3160,7
4,2003,3250,4
4,2003,3260,6
4,2003,3390,1
4,2003,3870,1
4,2003,3900,1
4,2003,3940,10
4,2003,4050,3
4,2003,4090,11
4,2003,4120,1
4,2003,4160,3
4,2003,4230,4
4,2003,4280,2
4,2003,4440,2
4,2003,4520,4
4,2003,4560,4
4,2003,4610,4
4,2003,4650,6
4,2003,4770,12
4,2003,4880,31
4,2003,4950,3
4,2003,4980,8
4,2003,5010,5
4,2003,5060,5
4,2003,5110,8
4,2003,5600,2
4,2003,5870,6
4,2003,5930,33
4,2003,5980,27
4,2003,6040,3
4,2003,6110,4
4,2003,6130,18
4,2003,6240,6
4,2003,6270,3
4,2003,6280,10
4,2003,6310,26
4,2003,6360,4
4,2003,6710,19
4,2003,6730,3
4,2003,6760,1
4,2003,6770,9
4,2003,6810,22
4,2003,6830,32
4,2003,6840,11
4,2003,6882,10
4,2003,7030,18
4,2003,7050,5
4,2003,7180,24
4,2003,7310,17
4,2003,7360,11
4,2003,7510,19
4,2003,7550,9
4,2003,7610,1
4,2003,7660,4
4,2004,1940,2
4,2004,1960,1
4,2004,1970,2
4,2004,2000,1
4,2004,2001,15
4,2004,2010,3
4,2004,2730,1
4,2004,2890,7
4,2004,3100,1
4,2004,3160,6
4,2004,3250,3
4,2004,3260,12
4,2004,3370,1
4,2004,3390,3
4,2004,3870,3
4,2004,3940,8
4,2004,4050,2
4,2004,4060,2
4,2004,4090,11
4,2004,4120,1
4,2004,4160,2
4,2004,4230,3
4,2004,4430,2
4,2004,4440,3
4,2004,4520,9
4,2004,4560,6
4,2004,4610,5
4,2004,4650,4
4,2004,4770,34
4,2004,4880,27
4,2004,4900,2
4,2004,4930,3
4,2004,4950,3
4,2004,4980,5
4,2004,5010,1
4,2004,5060,5
4,2004,5110,1
4,2004,5870,4
4,2004,5930,44
4,2004,5970,3
4,2004,5980,20
4,2004,6040,3
4,2004,6100,5
4,2004,6110,1
4,2004,6130,28
4,2004,6170,1
4,2004,6240,8
4,2004,6280,3
4,2004,6310,19
4,2004,6360,2
4,2004,6380,1
4,2004,6630,5
4,2004,6710,18
4,2004,6730,3
4,2004,6760,1
4,2004,6770,8
4,2004,6810,26
4,2004,6830,40
4,2004,6840,5
4,2004,6882,8
4,2004,7030,15
4,2004,7040,1
4,2004,7050,15
4,2004,7180,16
4,2004,7290,1
4,2004,7310,18
4,2004,7360,6
4,2004,7510,11
4,2004,7550,6
4,2004,7610,5
4,2004,7660,1
4,2005,1940,1
4,2005,2010,1
4,2005,2730,1
4,2005,2890,3
4,2005,3160,5
4,2005,3250,4
4,2005,3260,4
4,2005,3370,1
4,2005,3390,2
4,2005,3870,4
4,2005,3940,6
4,2005,4090,7
4,2005,4120,2
4,2005,4160,2
4,2005,4230,1
4,2005,4280,1
4,2005,4440,3
4,2005,4520,9
4,2005,4560,5
4,2005,4610,6
4,2005,4650,3
4,2005,4770,17
4,2005,4880,35
4,2005,4930,2
4,2005,4950,4
4,2005,4980,7
4,2005,5010,4
4,2005,5060,4
4,2005,5110,7
4,2005,5290,1
4,2005,5870,13
4,2005,5930,54
4,2005,5970,2
4,2005,5980,23
4,2005,6010,2
4,2005,6040,4
4,2005,6100,5
4,2005,6110,1
4,2005,6130,19
4,2005,6240,6
4,2005,6280,7
4,2005,6310,16
4,2005,6360,3
4,2005,6480,1
4,2005,6710,19
4,2005,6730,3
4,2005,6760,1
4,2005,6770,9
4,2005,6810,21
4,2005,6830,33
4,2005,6840,10
4,2005,6882,8
4,2005,7030,9
4,2005,7050,8
4,2005,7180,23
4,2005,7270,1
4,2005,7290,2
4,2005,7310,14
4,2005,7360,9
4,2005,7510,14
4,2005,7550,7
4,2005,7610,9
4,2005,7660,8
4,2006,1940,1
4,2006,1960,1
4,2006,2890,6
4,2006,3100,1
4,2006,3160,9
4,2006,3250,5
4,2006,3260,4
4,2006,3390,2
4,2006,3870,6
4,2006,3940,5
4,2006,4060,2
4,2006,4090,8
4,2006,4120,1
4,2006,4160,2
4,2006,4230,5
4,2006,4440,2
4,2006,4520,3
4,2006,4560,5
4,2006,4610,3
4,2006,4650,8
4,2006,4770,11
4,2006,4880,20
4,2006,4930,1
4,2006,4950,5
4,2006,4980,3
4,2006,5010,4
4,2006,5060,7
4,2006,5110,2
4,2006,5600,1
4,2006,5870,3
4,2006,5930,37
4,2006,5980,23
4,2006,6010,1
4,2006,6040,2
4,2006,6100,3
4,2006,6130,10
4,2006,6240,5
4,2006,6280,4
4,2006,6310,29
4,2006,6360,9
4,2006,6380,1
4,2006,6480,1
4,2006,6710,28
4,2006,6730,4
4,2006,6770,9
4,2006,6810,18
4,2006,6830,28
4,2006,6840,4
4,2006,6882,7
4,2006,7030,16
4,2006,7050,15
4,2006,7180,16
4,2006,7270,1
4,2006,7290,4
4,2006,7310,11
4,2006,7360,6
4,2006,7510,10
4,2006,7550,8
4,2006,7610,9
4,2006,7660,6
4,2006,22860,1
4,2007,1440,1
4,2007,1720,1
4,2007,2010,1
4,2007,2730,3
4,2007,3160,7
4,2007,3260,1
4,2007,3370,2
4,2007,3390,1
4,2007,3430,1
4,2007,3870,15
4,2007,3940,7
4,2007,4060,1
4,2007,4090,9
4,2007,4160,2
4,2007,4230,5
4,2007,4280,2
4,2007,4440,6
4,2007,4520,8
4,2007,4560,5
4,2007,4610,1
4,2007,4650,10
4,2007,4770,14
4,2007,4880,14
4,2007,4900,1
4,2007,4930,1
4,2007,4950,6
4,2007,4980,2
4,2007,5010,4
4,2007,5060,3
4,2007,5110,1
4,2007,5600,2
4,2007,5630,2
4,2007,5870,8
4,2007,5930,47
4,2007,5970,2
4,2007,5980,10
4,2007,6040,1
4,2007,6100,4
4,2007,6110,1
4,2007,6130,5
4,2007,6170,2
4,2007,6240,4
4,2007,6270,1
4,2007,6280,9
4,2007,6310,19
4,2007,6360,3
4,2007,6370,1
4,2007,6380,1
4,2007,6480,1
4,2007,6630,3
4,2007,6710,15
4,2007,6730,7
4,2007,6770,15
4,2007,6810,17
4,2007,6830,36
4,2007,6840,11
4,2007,6882,9
4,2007,7030,11
4,2007,7040,1
4,2007,7050,7
4,2007,7180,16
4,2007,7290,4
4,2007,7310,15
4,2007,7360,11
4,2007,7510,11
4,2007,7550,5
4,2007,7610,4
4,2007,7660,8
4,2008,2010,1
4,2008,2030,1
4,2008,2730,2
4,2008,2890,2
4,2008,3160,7
4,2008,3250,6
4,2008,3260,1
4,2008,3370,1
4,2008,3680,1
4,2008,3870,7
4,2008,3900,1
4,2008,3940,6
4,2008,4050,1
4,2008,4060,2
4,2008,4090,9
4,2008,4160,2
4,2008,4230,3
4,2008,4280,1
4,2008,4440,3
4,2008,4520,6
4,2008,4560,6
4,2008,4650,8
4,2008,4770,17
4,2008,4880,29
4,2008,4900,2
4,2008,4930,3
4,2008,4950,5
4,2008,4980,5
4,2008,5010,7
4,2008,5060,6
4,2008,5070,1
4,2008,5870,8
4,2008,5930,37
4,2008,5980,15
4,2008,6010,2
4,2008,6040,5
4,2008,6100,9
4,2008,6110,2
4,2008,6130,13
4,2008,6170,2
4,2008,6240,5
4,2008,6280,10
4,2008,6310,34
4,2008,6330,1
4,2008,6360,7
4,2008,6380,1
4,2008,6480,1
4,2008,6630,1
4,2008,6710,19
4,2008,6730,5
4,2008,6770,14
4,2008,6810,11
4,2008,6830,28
4,2008,6840,7
4,2008,6882,9
4,2008,7030,20
4,2008,7050,4
4,2008,7180,19
4,2008,7290,3
4,2008,7310,9
4,2008,7360,6
4,2008,7510,15
4,2008,7550,6
4,2008,7610,3
4,2008,7660,6
4,2009,2730,1
4,2009,3160,8
4,2009,3250,1
4,2009,3260,5
4,2009,3390,2
4,2009,3850,1
4,2009,3870,1
4,2009,3940,3
4,2009,4050,3
4,2009,4090,6
4,2009,4120,1
4,2009,4160,3
4,2009,4230,2
4,2009,4280,1
4,2009,4440,5
4,2009,4520,7
4,2009,4560,7
4,2009,4650,14
4,2009,4770,16
4,2009,4880,23
4,2009,4900,1
4,2009,4930,5
4,2009,4950,10
4,2009,4980,1
4,2009,5010,4
4,2009,5060,6
4,2009,5110,1
4,2009,5190,1
4,2009,5600,2
4,2009,5870,6
4,2009,5930,45
4,2009,5970,2
4,2009,5980,13
4,2009,6010,2
4,2009,6100,4
4,2009,6110,2
4,2009,6130,6
4,2009,6170,1
4,2009,6240,3
4,2009,6280,8
4,2009,6310,23
4,2009,6360,6
4,2009,6380,4
4,2009,6630,1
4,2009,6710,30
4,2009,6730,4
4,2009,6770,12
4,2009,6810,12
4,2009,6830,28
4,2009,6840,8
4,2009,6882,8
4,2009,7030,23
4,2009,7050,4
4,2009,7180,18
4,2009,7290,2
4,2009,7310,27
4,2009,7360,13
4,2009,7510,16
4,2009,7550,7
4,2009,7610,5
4,2009,7660,4
4,2010,1720,2
4,2010,1940,1
4,2010,1960,2
4,2010,2890,1
4,2010,3100,1
4,2010,3160,8
4,2010,3250,5
4,2010,3260,3
4,2010,3390,2
4,2010,3680,1
4,2010,3730,1
4,2010,3870,14
4,2010,3900,1
4,2010,3940,3
4,2010,4050,2
4,2010,4060,1
4,2010,4090,10
4,2010,4120,1
4,2010,4160,5
4,2010,4230,6
4,2010,4280,1
4,2010,4440,8
4,2010,4520,13
4,2010,4560,6
4,2010,4610,2
4,2010,4650,5
4,2010,4770,15
4,2010,4880,21
4,2010,4900,1
4,2010,4930,1
4,2010,4950,7
4,2010,4980,4
4,2010,5010,2
4,2010,5060,3
4,2010,5070,1
4,2010,5110,2
4,2010,5520,1
4,2010,5600,1
4,2010,5870,7
4,2010,5930,42
4,2010,5970,1
4,2010,5980,7
4,2010,6040,4
4,2010,6100,7
4,2010,6110,4
4,2010,6130,13
4,2010,6170,1
4,2010,6240,5
4,2010,6280,16
4,2010,6310,18
4,2010,6360,11
4,2010,6380,2
4,2010,6480,2
4,2010,6630,1
4,2010,6710,29
4,2010,6730,4
4,2010,6770,10
4,2010,6810,14
4,2010,6830,37
4,2010,6840,12
4,2010,6882,2
4,2010,7030,26
4,2010,7050,5
4,2010,7180,16
4,2010,7290,1
4,2010,7310,23
4,2010,7360,16
4,2010,7510,13
4,2010,7550,8
4,2010,7610,4
4,2010,7660,11
4,2010,22860,1
4,2011,2010,3
4,2011,2730,1
4,2011,3100,1
4,2011,3160,4
4,2011,3250,1
4,2011,3260,4
4,2011,3390,1
4,2011,3870,7
4,2011,3940,5
4,2011,4060,1
4,2011,4090,6
4,2011,4120,2
4,2011,4160,4
4,2011,4280,1
4,2011,4430,2
4,2011,4440,4
4,2011,4520,6
4,2011,4560,3
4,2011,4610,2
4,2011,4650,9
4,2011,4770,11
4,2011,4880,18
4,2011,4930,4
4,2011,4950,8
4,2011,4980,3
4,2011,5010,2
4,2011,5060,4
4,2011,5070,1
4,2011,5600,1
4,2011,5870,10
4,2011,5930,36
4,2011,5970,6
4,2011,5980,10
4,2011,6040,3
4,2011,6100,6
4,2011,6110,4
4,2011,6130,11
4,2011,6170,7
4,2011,6240,6
4,2011,6280,12
4,2011,6310,16
4,2011,6360,8
4,2011,6370,1
4,2011,6380,1
4,2011,6630,2
4,2011,6710,22
4,2011,6730,4
4,2011,6770,12
4,2011,6810,6
4,2011,6830,22
4,2011,6840,10
4,2011,6882,8
4,2011,7030,13
4,2011,7040,1
4,2011,7050,2
4,2011,7180,16
4,2011,7290,3
4,2011,7310,26
4,2011,7360,8
4,2011,7510,10
4,2011,7550,7
4,2011,7610,2
4,2011,7660,6
4,2012,2730,2
4,2012,2890,1
4,2012,3160,5
4,2012,3250,1
4,2012,3370,1
4,2012,3430,1
4,2012,3870,4
4,2012,3930,1
4,2012,3940,6
4,2012,4050,2
4,2012,4060,1
4,2012,4090,4
4,2012,4120,1
4,2012,4160,3
4,2012,4230,1
4,2012,4280,1
4,2012,4440,3
4,2012,4520,4
4,2012,4560,1
4,2012,4650,7
4,2012,4770,21
4,2012,4880,18
4,2012,4930,17
4,2012,4980,4
4,2012,5010,3
4,2012,5060,6
4,2012,5070,3
4,2012,5110,1
4,2012,5600,1
4,2012,5870,7
4,2012,5930,19
4,2012,5970,1
4,2012,5980,17
4,2012,6100,5
4,2012,6110,5
4,2012,6130,7
4,2012,6170,4
4,2012,6240,8
4,2012,6280,13
4,2012,6310,17
4,2012,6360,4
4,2012,6370,1
4,2012,6380,1
4,2012,6630,3
4,2012,6710,18
4,2012,6730,3
4,2012,6770,8
4,2012,6810,5
4,2012,6830,34
4,2012,6840,2
4,2012,6882,6
4,2012,7030,18
4,2012,7050,2
4,2012,7180,9
4,2012,7270,1
4,2012,7290,1
4,2012,7310,21
4,2012,7360,3
4,2012,7510,8
4,2012,7550,4
4,2012,7610,2
4,2012,7660,2
4,2013,1200,1
4,2013,2730,1
4,2013,3160,7
4,2013,3250,3
4,2013,3260,1
4,2013,3370,1
4,2013,3390,2
4,2013,3850,1
4,2013,3870,14
4,2013,3940,1
4,2013,4050,1
4,2013,4060,2
4,2013,4090,6
4,2013,4120,3
4,2013,4160,3
4,2013,4230,2
4,2013,4280,2
4,2013,4440,2
4,2013,4520,9
4,2013,4560,4
4,2013,4650,4
4,2013,4770,9
4,2013,4880,20
4,2013,4930,13
4,2013,4950,3
4,2013,4980,3
4,2013,5010,2
4,2013,5060,2
4,2013,5070,1
4,2013,5110,2
4,2013,5190,1
4,2013,5870,6
4,2013,5930,42
4,2013,5970,3
4,2013,5980,17
4,2013,6040,1
4,2013,6100,7
4,2013,6110,3
4,2013,6130,13
4,2013,6170,2
4,2013,6240,8
4,2013,6270,1
4,2013,6280,13
4,2013,6310,15
4,2013,6360,3
4,2013,6370,1
4,2013,6380,1
4,2013,6480,1
4,2013,6630,1
4,2013,6710,27
4,2013,6730,5
4,2013,6770,10
4,2013,6810,10
4,2013,6830,20
4,2013,6840,8
4,2013,6882,11
4,2013,7030,11
4,2013,7040,2
4,2013,7050,8
4,2013,7180,21
4,2013,7290,2
4,2013,7310,28
4,2013,7360,8
4,2013,7510,12
4,2013,7550,5
4,2013,7610,2
4,2013,7660,2
4,2013,22860,2
4,2014,1960,1
4,2014,2001,8
4,2014,2010,1
4,2014,2030,1
4,2014,2730,1
4,2014,2890,2
4,2014,3100,2
4,2014,3160,7
4,2014,3250,1
4,2014,3870,2
4,2014,3940,2
4,2014,4050,1
4,2014,4060,2
4,2014,4090,4
4,2014,4160,4
4,2014,4200,1
4,2014,4230,3
4,2014,4280,1
4,2014,4430,1
4,2014,4440,3
4,2014,4520,10
4,2014,4560,3
4,2014,4650,10
4,2014,4770,15
4,2014,4880,28
4,2014,4930,5
4,2014,4950,5
4,2014,4980,1
4,2014,5010,2
4,2014,5060,7
4,2014,5600,2
4,2014,5870,9
4,2014,5930,43
4,2014,5970,6
4,2014,5980,14
4,2014,6040,2
4,2014,6100,10
4,2014,6110,1
4,2014,6130,14
4,2014,6240,3
4,2014,6280,19
4,2014,6310,14
4,2014,6330,2
4,2014,6360,6
4,2014,6370,2
4,2014,6380,4
4,2014,6480,2
4,2014,6630,4
4,2014,6710,25
4,2014,6730,8
4,2014,6770,5
4,2014,6810,8
4,2014,6830,30
4,2014,6840,5
4,2014,6882,4
4,2014,7030,19
4,2014,7040,1
4,2014,7050,5
4,2014,7180,21
4,2014,7270,1
4,2014,7310,22
4,2014,7360,13
4,2014,7510,14
4,2014,7550,4
4,2014,7610,3
4,2014,7660,7
4,2015,1940,2
4,2015,1960,5
4,2015,2890,1
4,2015,3100,1
4,2015,3160,7
4,2015,3250,8
4,2015,3260,2
4,2015,3680,1
4,2015,3870,2
4,2015,3940,4
4,2015,4060,3
4,2015,4090,5
4,2015,4120,2
4,2015,4160,4
4,2015,4200,1
4,2015,4230,6
4,2015,4280,1
4,2015,4440,3
4,2015,4520,12
4,2015,4560,4
4,2015,4610,1
4,2015,4650,3
4,2015,4770,19
4,2015,4880,21
4,2015,4900,2
4,2015,4930,9
4,2015,4950,9
4,2015,4980,6
4,2015,5010,3
4,2015,5060,4
4,2015,5070,3
4,2015,5110,4
4,2015,5520,4
4,2015,5870,8
4,2015,5930,34
4,2015,5970,3
4,2015,5980,8
4,2015,6010,2
4,2015,6040,6
4,2015,6100,5
4,2015,6110,2
4,2015,6130,4
4,2015,6170,4
4,2015,6240,4
4,2015,6270,2
4,2015,6280,18
4,2015,6310,15
4,2015,6360,6
4,2015,6370,1
4,2015,6380,1
4,2015,6480,1
4,2015,6630,2
4,2015,6710,29
4,2015,6730,8
4,2015,6770,8
4,2015,6810,10
4,2015,6830,20
4,2015,6840,9
4,2015,6882,5
4,2015,7030,16
4,2015,7040,1
4,2015,7050,5
4,2015,7180,13
4,2015,7290,1
4,2015,7310,25
4,2015,7360,10
4,2015,7510,16
4,2015,7550,7
4,2015,7610,4
4,2015,7660,8
5,1967,1440,2
5,1967,1940,2
5,1967,1960,1
5,1967,2010,1
5,1967,2730,1
5,1967,2890,39
5,1967,3160,26
5,1967,3250,3
5,1967,3870,10
5,1967,3900,1
5,1967,4050,2
5,1967,4060,18
5,1967,4090,3
5,1967,4120,5
5,1967,4230,7
5,1967,4430,2
5,1967,4440,19
5,1967,4520,2
5,1967,4610,5
5,1967,4770,34
5,1967,4880,33
5,1967,4930,14
5,1967,4950,29
5,1967,4980,29
5,1967,5010,51
5,1967,5060,23
5,1967,5110,32
5,1967,5520,3
5,1967,5600,2
5,1967,5630,18
5,1967,5930,46
5,1967,5970,7
5,1967,5980,15
5,1967,6040,9
5,1967,6100,2
5,1967,6110,15
5,1967,6130,1
5,1967,6220,9
5,1967,6240,4
5,1967,6310,6
5,1967,6370,2
5,1967,6710,8
5,1967,6730,5
5,1967,6770,6
5,1967,6810,15
5,1967,6830,28
5,1967,6840,1
5,1967,6882,26
5,1967,7030,61
5,1967,7050,8
5,1967,7180,8
5,1967,7290,2
5,1967,7310,8
5,1967,7360,8
5,1967,7510,2
5,1967,7550,15
5,1967,7660,3
5,1968,1440,2
5,1968,1940,4
5,1968,2000,1
5,1968,2010,4
5,1968,2030,2
5,1968,2890,24
5,1968,3160,35
5,1968,3250,9
5,1968,3870,7
5,1968,3940,1
5,1968,4050,2
5,1968,4060,16
5,1968,4090,7
5,1968,4120,1
5,1968,4230,4
5,1968,4280,1
5,1968,4430,6
5,1968,4440,16
5,1968,4520,10
5,1968,4610,5
5,1968,4770,19
5,1968,4880,20
5,1968,4930,40
5,1968,4950,17
5,1968,4980,18
5,1968,5010,32
5,1968,5060,26
5,1968,5110,75
5,1968,5520,10
5,1968,5630,11
5,1968,5930,33
5,1968,5970,5
5,1968,5980,4
5,1968,6040,4
5,1968,6100,6
5,1968,6110,16
5,1968,6170,2
5,1968,6220,3
5,1968,6240,1
5,1968,6310,9
5,1968,6360,2
5,1968,6370,2
5,1968,6710,1
5,1968,6730,2
5,1968,6770,8
5,1968,6810,18
5,1968,6830,16
5,1968,6882,13
5,1968,7030,48
5,1968,7050,4
5,1968,7180,12
5,1968,7310,10
5,1968,7360,9
5,1968,7510,5
5,1968,7550,9
5,1968,7610,8
5,1968,7660,5
5,1969,2000,1
5,1969,2010,7
5,1969,2730,1
5,1969,2890,25
5,1969,3160,28
5,1969,3250,12
5,1969,3870,12
5,1969,4050,6
5,1969,4060,14
5,1969,4090,2
5,1969,4120,5
5,1969,4160,2
5,1969,4200,3
5,1969,4230,3
5,1969,4430,2
5,1969,4440,11
5,1969,4520,13
5,1969,4610,3
5,1969,4770,12
5,1969,4880,35
5,1969,4930,26
5,1969,4950,20
5,1969,4980,18
5,1969,5010,54
5,1969,5060,19
5,1969,5070,2
5,1969,5110,25
5,1969,5520,1
5,1969,5630,4
5,1969,5930,36
5,1969,5970,3
5,1969,5980,10
5,1969,6040,3
5,1969,6100,5
5,1969,6110,10
5,1969,6170,1
5,1969,6220,11
5,1969,6240,1
5,1969,6280,5
5,1969,6310,11
5,1969,6360,1
5,1969,6370,2
5,1969,6730,1
5,1969,6770,2
5,1969,6810,21
5,1969,6830,22
5,1969,6882,11
5,1969,7030,55
5,1969,7050,4
5,1969,7180,12
5,1969,7310,4
5,1969,7510,1
5,1969,7550,10
5,1969,7610,8
5,1969,7660,2
5,1970,2000,4
5,1970,2010,12
5,1970,2730,4
5,1970,2890,27
5,1970,3160,23
5,1970,3250,3
5,1970,3290,1
5,1970,3390,2
5,1970,3870,26
5,1970,3940,1
5,1970,4050,8
5,1970,4060,11
5,1970,4090,3
5,1970,4120,2
5,1970,4160,3
5,1970,4200,1
5,1970,4230,9
5,1970,4280,2
5,1970,4430,5
5,1970,4440,18
5,1970,4520,12
5,1970,4610,4
5,1970,4650,1
5,1970,4770,19
5,1970,4880,27
5,1970,4930,7
5,1970,4950,19
5,1970,4980,10
5,1970,5010,40
5,1970,5060,18
5,1970,5070,1
5,1970,5110,33
5,1970,5520,4
5,1970,5630,4
5,1970,5930,37
5,1970,5970,7
5,1970,5980,11
5,1970,6010,1
5,1970,6040,1
5,1970,6100,5
5,1970,6110,18
5,1970,6170,6
5,1970,6220,1
5,1970,6240,7
5,1970,6280,2
5,1970,6310,11
5,1970,6370,3
5,1970,6710,2
5,1970,6730,5
5,1970,6770,5
5,1970,6810,19
5,1970,6830,16
5,1970,6882,5
5,1970,7030,46
5,1970,7040,1
5,1970,7050,4
5,1970,7180,14
5,1970,7290,2
5,1970,7310,4
5,1970,7360,7
5,1970,7510,4
5,1970,7550,8
5,1970,7610,10
5,1970,7660,4
5,1971,1940,1
5,1971,2010,6
5,1971,2030,1
5,1971,2730,6
5,1971,2890,19
5,1971,3160,23
5,1971,3250,2
5,1971,3390,1
5,1971,3870,23
5,1971,4050,3
5,1971,4060,6
5,1971,4090,4
5,1971,4120,6
5,1971,4160,4
5,1971,4230,10
5,1971,4430,9
5,1971,4440,8
5,1971,4520,9
5,1971,4560,1
5,1971,4610,1
5,1971,4770,20
5,1971,4880,28
5,1971,4930,25
5,1971,4950,5
5,1971,4980,22
5,1971,5010,54
5,1971,5060,8
5,1971,5070,1
5,1971,5110,50
5,1971,5520,2
5,1971,5630,8
5,1971,5930,49
5,1971,5970,5
5,1971,5980,17
5,1971,6040,4
5,1971,6100,5
5,1971,6110,23
5,1971,6130,2
5,1971,6170,4
5,1971,6220,3
5,1971,6240,1
5,1971,6280,2
5,1971,6310,15
5,1971,6330,2
5,1971,6370,1
5,1971,6770,2
5,1971,6810,15
5,1971,6830,19
5,1971,6882,17
5,1971,7030,56
5,1971,7050,3
5,1971,7180,12
5,1971,7310,10
5,1971,7360,1
5,1971,7510,2
5,1971,7550,6
5,1971,7610,9
5,1971,7660,2
5,1972,1440,1
5,1972,1940,2
5,1972,2000,1
